,Deck,Player,ID,Tournament,Date,Format,Size,Decklist,Deck Adjusted
86,Simic Nexus,Shorak123,2535673,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"2 Blast Zone
2 Brazen Borrower
4 Breeding Pool
3 Castle Vantress
2 Censor
4 Dig Through Time
3 Fabled Passage
2 Fog
3 Forest
4 Growth Spiral
2 Haze of Pollen
4 Hieroglyphic Illumination
2 Hinterland Harbor
6 Island
1 Lumbering Falls
4 Nexus of Fate
4 Opt
2 Supreme Will
2 Tamiyo, Collector of Tales
4 Wilderness Reclamation

2 Courser of Kruphix
2 Mystical Dispute
2 Negate
2 Search for Azcanta
3 Thing in the Ice
2 Tireless Tracker
2 Unravel the Aether",
87,URG,TheGoodSoldier,2535679,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Aether Hub
4 Attune with Aether
4 Bonecrusher Giant
4 Botanical Sanctum
2 Brazen Borrower
4 Champion of Wits
4 Elder Deep-Fiend
4 Frontier Bivouac
4 Harnessed Lightning
3 Island
4 Kozilek's Return
3 Mountain
4 Oko, Thief of Crowns
4 Once Upon a Time
4 Rekindling Phoenix
4 Stomping Ground

2 Alpine Moon
1 Fry
2 Lava Coil
4 Longtusk Cub
2 Scavenging Ooze
4 Stubborn Denial",
88,Golgari Lands,Tirentu,2535693,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"3 Abrupt Decay
4 Arboreal Grazer
1 Blooming Marsh
1 Castle Garenbrig
1 Castle Locthwain
1 Crumbling Vestige
4 Elvish Rejuvenator
1 Fabled Passage
2 Fatal Push
1 Field of Ruin
4 Field of the Dead
2 Forest
1 Hashep Oasis
1 Hissing Quagmire
4 Hour of Promise
1 Ifnir Deadlands
1 Jungle Hollow
2 Legion's End
1 Llanowar Wastes
2 Murderous Rider
4 Once Upon a Time
2 Overgrown Tomb
1 Radiant Fountain
1 Scavenger Grounds
1 Shrine of the Forsaken Gods
2 Swamp
1 Temple of Malady
3 Thoughtseize
4 Tireless Tracker
1 Urborg, Tomb of Yawgmoth
1 Westvale Abbey
1 Woodland Cemetery

1 Duress
2 Fatal Push
1 Legion's End
1 Noxious Grasp
4 Oblivion Sower
2 Reclamation Sage
1 Thoughtseize
1 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger",
89,Green Field Ramp,TheRealSquire,2535695,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Arboreal Grazer
1 Arch of Orazca
1 Blast Zone
4 Castle Garenbrig
4 Elvish Rejuvenator
2 Field of the Dead
6 Forest
3 Hashep Oasis
4 Hour of Promise
4 Nissa's Pilgrimage
4 Once Upon a Time
2 Radiant Fountain
1 Sanctum of Ugin
1 Scattered Groves
1 Sea Gate Wreckage
1 Sheltered Thicket
4 Shrine of the Forsaken Gods
4 Spatial Contortion
4 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
1 Westvale Abbey
2 World Breaker

2 Damping Sphere
1 Emrakul, the Promised End
3 Oblivion Sower
1 Perilous Vault
3 Return to Nature
3 Thought-Knot Seer
2 Walking Ballista",
90,Gruul Aggro,THE_NARD,2535689,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"2 Bonecrusher Giant
4 Elvish Mystic
2 Embercleave
8 Forest
4 Game Trail
2 Ghor-Clan Rampager
2 Glorybringer
4 Goblin Rabblemaster
3 Legion Warboss
4 Llanowar Elves
4 Lovestruck Beast
6 Mountain
2 Once Upon a Time
3 Questing Beast
4 Smuggler's Copter
4 Stomping Ground
2 Wild Slash

2 Cindervines
3 Crumble to Dust
1 Fry
2 Heroic Intervention
3 Lava Coil
1 Reclamation Sage
3 Vine Mare",Rx Aggro
91,Mono-Black Aggro,AliraSirin,2535688,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Fatal Push
4 Knight of the Ebon Legion
2 Murderous Rider
4 Mutavault
3 Night Market Lookout
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
4 Smuggler's Copter
4 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

1 Aethersphere Harvester
4 Dark Betrayal
4 Duress
2 Kalitas, Traitor of Ghet
4 Noxious Grasp",Bx Aggro
92,Mono-Black Aggro,SoulStrong,2535692,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Fatal Push
4 Knight of the Ebon Legion
3 Murderous Rider
4 Mutavault
4 Night Market Lookout
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
4 Smuggler's Copter
2 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

1 Blightbeetle
3 Dark Betrayal
3 Duress
1 Fourth Bridge Prowler
1 Grasp of Darkness
2 Kalitas, Traitor of Ghet
1 Legion's End
1 Noxious Grasp
2 Virulent Plague",Bx Aggro
93,Mono-Black Aggro,jessy_samek,2535690,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Fatal Push
4 Knight of the Ebon Legion
2 Murderous Rider
4 Mutavault
3 Night Market Lookout
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
4 Smuggler's Copter
4 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

4 Dark Betrayal
2 Duress
3 Kalitas, Traitor of Ghet
2 Murderous Rider
4 Noxious Grasp",Bx Aggro
94,Mono-Black Aggro,luvly,2535694,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Fatal Push
4 Knight of the Ebon Legion
2 Murderous Rider
4 Mutavault
3 Night Market Lookout
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
4 Smuggler's Copter
4 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Dark Betrayal
3 Duress
2 Infernal Reckoning
3 Kalitas, Traitor of Ghet
3 Noxious Grasp
2 Virulent Plague",Bx Aggro
95,Rakdos Aggro,SecondShot,2535691,Pioneer PTQ #12028088,11/28/2019,Pioneer,32,"4 Blood Crypt
4 Bomat Courier
2 Canyon Slough
1 Carnival/Carnage
4 Dragonskull Summit
4 Foreboding Ruins
2 Glorybringer
4 Goblin Chainwhirler
10 Mountain
2 Pia Nalaar
1 Ramunap Ruins
4 Rekindling Phoenix
4 Scrapheap Scrounger
4 Smuggler's Copter
4 Soul-Scar Mage
3 Unlicensed Disintegration
3 Wild Slash

1 Abrade
3 Blood Sun
2 Chandra, Torch of Defiance
1 Kolaghan's Command
3 Magma Spray
1 Mizzium Mortars
4 Thoughtseize",Rx Aggro
0,Blue-White Control,Zxrogue,2565409,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Absorb
4 Azorius Charm
2 Blessed Alliance
3 Cast Out
2 Castle Ardenvale
2 Castle Vantress
2 Dig Through Time
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
6 Island
2 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
5 Plains
4 Supreme Verdict
2 Syncopate
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Aether Gust
1 Brazen Borrower
3 Dovin's Veto
1 Elspeth, Sun's Champion
2 Lyra Dawnbringer
1 Mystical Dispute
1 Narset, Parter of Veils
1 Pithing Needle
2 Rest in Peace",UW Control
1,Mono-Black Aggro,Juusyoku09,2565405,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Bloodsoaked Champion
3 Castle Locthwain
4 Fatal Push
4 Grasp of Darkness
4 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
4 Rankle, Master of Pranks
4 Scrapheap Scrounger
16 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

4 Duress
3 Kalitas, Traitor of Ghet
4 Lifebane Zombie
4 Noxious Grasp",Bx Aggro
2,Mono-Black Vampires,Ichorid,2565408,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Castle Locthwain
4 Champion of Dusk
2 Drana, Liberator of Malakir
3 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
1 Grasp of Darkness
2 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
1 Liliana, the Last Hope
1 Murderous Rider
4 Mutavault
1 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
14 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Blightbeetle
1 Bolas's Citadel
2 Cry of the Carnarium
2 Davriel, Rogue Shadowmage
2 Duress
1 Grasp of Darkness
1 Liliana, Dreadhorde General
4 Noxious Grasp",Bx Aggro
3,Simic Ramp,Em_TeeGee,2565406,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
2 Lovestruck Beast
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
3 Walking Ballista
4 Wicked Wolf
3 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
1 Lovestruck Beast
2 Mystical Dispute
4 Negate
2 Reclamation Sage",Simic Midrange
4,Simic Ramp,yamakiller,2565404,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
5,Blue-White Control,Do0mSwitch,2565412,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Absorb
4 Azorius Charm
2 Cast Out
2 Castle Ardenvale
2 Castle Vantress
2 Dig Through Time
1 Elspeth, Sun's Champion
2 Fabled Passage
2 Field of Ruin
4 Glacial Fortress
4 Hallowed Fountain
6 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
3 Plains
2 Seal Away
1 Sphinx's Revelation
4 Supreme Verdict
2 Syncopate
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Aether Gust
3 Dovin's Veto
2 Gideon, Ally of Zendikar
2 Lyra Dawnbringer
2 Mystical Dispute
1 Pithing Needle
2 Rest in Peace",UW Control
6,Green-Blue Stompy,_Phoenix_,2565418,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
4 Forest
4 Gilded Goose
3 Hashep Oasis
2 Heart of Kiran
2 Hinterland Harbor
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
3 Questing Beast
2 Rhonas the Indomitable
2 Scavenging Ooze
4 Steel Leaf Champion
4 Stubborn Denial
4 Wicked Wolf
4 Yavimaya Coast

3 Aether Gust
2 Aethersphere Harvester
3 Disdainful Stroke
2 Heroic Intervention
2 Icy Blast
1 Negate
1 Questing Beast
1 Scavenging Ooze",Gx Stompy
7,Green-Blue Stompy,duanceyao,2565416,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
4 Elvish Mystic
6 Forest
4 Gilded Goose
3 Hashep Oasis
2 Heart of Kiran
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
3 Questing Beast
1 Rhonas the Indomitable
4 Steel Leaf Champion
4 Stubborn Denial
1 The Great Henge
4 Wicked Wolf
4 Yavimaya Coast
1 Yorvo, Lord of Garenbrig

4 Aether Gust
2 Disdainful Stroke
2 Heroic Intervention
2 Icy Blast
1 Questing Beast
2 Scavenging Ooze
2 Unravel the Aether",Gx Stompy
8,Green-Blue Stompy,mahzinha_linda,2565413,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
4 Elvish Mystic
6 Forest
2 Ghalta, Primal Hunger
3 Gilded Goose
2 Hashep Oasis
3 Heart of Kiran
4 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
1 Questing Beast
2 Rhonas the Indomitable
4 Steel Leaf Champion
4 Stubborn Denial
3 Wicked Wolf
4 Yavimaya Coast
2 Yorvo, Lord of Garenbrig

1 Disdainful Stroke
2 Heroic Intervention
1 Hunt the Hunter
2 Icy Blast
3 Lifecrafter's Bestiary
1 Negate
4 Prey Upon
1 Questing Beast",Gx Stompy
9,Gruul Aggro,JMM,2565422,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Bonecrusher Giant
3 Collected Company
3 Domri, Anarch of Bolas
4 Elvish Mystic
4 Embercleave
8 Forest
4 Game Trail
4 Goblin Rabblemaster
3 Heart of Kiran
4 Legion Warboss
4 Llanowar Elves
4 Lovestruck Beast
6 Mountain
1 Scavenging Ooze
4 Stomping Ground

2 Cindervines
2 Electrickery
1 Fry
2 Heroic Intervention
2 Lava Coil
2 Questing Beast
2 Reclamation Sage
2 Scavenging Ooze",Rx Aggro
10,Gruul Aggro,TopGrinder,2565410,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Blossoming Defense
4 Bonecrusher Giant
4 Burning-Tree Emissary
3 Embercleave
4 Experiment One
4 Forest
2 Game Trail
2 Ghor-Clan Rampager
4 Gruul Spellbreaker
3 Hashep Oasis
3 Hazoret the Fervent
4 Mountain
4 Pelt Collector
4 Rootbound Crag
4 Stomping Ground
4 Voltaic Brawler
3 Zhur-Taa Goblin

2 Chandra, Torch of Defiance
3 Destructive Revelry
2 Heroic Intervention
4 Lava Coil
3 Magma Spray
1 Reclamation Sage",Rx Aggro
11,Izzet Phoenix,FredTheFifth,2565411,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Arclight Phoenix
4 Chart a Course
1 Crackling Drake
4 Fiery Temper
4 Island
4 Izzet Charm
4 Lightning Axe
2 Mountain
4 Opt
4 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
3 Strategic Planning
2 Sulfur Falls
4 Thing in the Ice
4 Treasure Cruise
4 Wild Slash

2 Aether Gust
2 Anger of the Gods
1 Brazen Borrower
1 Chandra, Torch of Defiance
2 Disdainful Stroke
1 Fry
1 Mystical Dispute
1 Narset, Parter of Veils
2 Spell Pierce
2 The Royal Scions",
12,Mono-Green Devotion,Lukas261997,2565415,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Burning-Tree Emissary
2 Castle Garenbrig
4 Elvish Mystic
16 Forest
4 Jadelight Ranger
4 Llanowar Elves
2 Lovestruck Beast
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Steel Leaf Champion
2 The Great Henge
4 Vivien, Arkbow Ranger
4 Voracious Hydra
2 Walking Ballista

2 Heroic Intervention
2 Questing Beast
3 Reclamation Sage
3 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger
1 Walking Ballista",Gx Ramp
13,Simic Ramp,Arew,2565419,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
14,Simic Ramp,Neravius,2565420,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
15,Simic Ramp,Volcano666,2565407,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
16,Simic Ramp,raisans,2565421,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
3 Lovestruck Beast
2 Mystical Dispute
4 Negate
2 Reclamation Sage",Simic Midrange
17,Sultai Midrange,sokos13,2565414,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Abrupt Decay
4 Blooming Marsh
4 Botanical Sanctum
2 Breeding Pool
1 Courser of Kruphix
1 Elvish Mystic
3 Fabled Passage
4 Fatal Push
2 Forest
4 Gilded Goose
1 Island
1 Llanowar Elves
3 Murderous Rider
4 Oko, Thief of Crowns
4 Overgrown Tomb
1 Scavenging Ooze
2 Swamp
4 Thoughtseize
4 Tireless Tracker
1 Vraska, Golgari Queen
3 Watery Grave
3 Wicked Wolf

3 Disdainful Stroke
1 Dragonlord Silumgar
1 Kalitas, Traitor of Ghet
2 Languish
2 Mystical Dispute
2 Noxious Grasp
1 Scavenging Ooze
1 Transgress the Mind
1 Vivien Reid
1 Vraska's Contempt",
18,WBRG,Beekeeper,2565417,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Blood Crypt
4 Blooming Marsh
3 Commune with the Gods
1 Forest
4 Gather the Pack
1 Gifted Aetherborn
4 Grisly Salvage
3 Llanowar Wastes
4 Lotleth Troll
2 Mana Confluence
4 Murderous Rider
4 Overgrown Tomb
4 Questing Beast
3 Samut, Voice of Dissent
4 Soulflayer
1 Swamp
4 Sylvan Caryatid
2 Urborg, Tomb of Yawgmoth
4 Zetalpa, Primal Dawn

4 Assassin's Trophy
3 Gifted Aetherborn
2 Leyline of the Void
2 Reclamation Sage
4 Thoughtseize",
19,Blue-White Control,Valident,2565432,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"2 Absorb
4 Azorius Charm
2 Blessed Alliance
1 Castle Ardenvale
1 Castle Vantress
2 Commit/Memory
2 Dig Through Time
2 Field of Ruin
1 Geier Reach Sanitarium
1 Gideon of the Trials
4 Glacial Fortress
4 Hallowed Fountain
2 Irrigated Farmland
6 Island
1 Mystic Sanctuary
3 Narset, Parter of Veils
4 Opt
3 Plains
1 Prairie Stream
1 Sinister Sabotage
1 Sphinx's Revelation
4 Supreme Verdict
2 Syncopate
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler
1 Torrential Gearhulk

3 Aether Gust
2 Ashiok, Dream Render
1 Devout Decree
3 Dovin's Veto
1 Gideon, Ally of Zendikar
1 Lyra Dawnbringer
2 Mystical Dispute
1 Settle the Wreckage
1 Urza's Ruinous Blast",UW Control
20,Dredgeless Dredge,PSBaro,2565429,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Blooming Marsh
3 Botanical Sanctum
4 Creeping Chill
3 Driven/Despair
4 Gather the Pack
4 Grisly Salvage
3 Gurmag Angler
3 Haunted Dead
3 Llanowar Wastes
4 Narcomoeba
4 Overgrown Tomb
4 Prized Amalgam
4 Satyr Wayfinder
3 Scrapheap Scrounger
4 Stitcher's Supplier
2 Swamp
3 Watery Grave
1 Woodland Cemetery

2 Ashiok, Dream Render
2 Assassin's Trophy
2 Duress
3 Fatal Push
1 Liliana's Defeat
1 Natural State
2 Thoughtseize
2 Ultimate Price",
21,Green-Blue Stompy,Ammazzanator,2565426,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
4 Forest
4 Gilded Goose
3 Hashep Oasis
2 Heart of Kiran
2 Hinterland Harbor
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
3 Questing Beast
2 Rhonas the Indomitable
2 Scavenging Ooze
4 Steel Leaf Champion
4 Stubborn Denial
4 Wicked Wolf
4 Yavimaya Coast

3 Aether Gust
2 Aethersphere Harvester
3 Disdainful Stroke
2 Heroic Intervention
2 Icy Blast
1 Negate
1 Questing Beast
1 Scavenging Ooze",Gx Stompy
22,Green-Blue Stompy,GabbaGandalf,2565427,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
4 Forest
4 Gilded Goose
3 Hashep Oasis
2 Heart of Kiran
2 Hinterland Harbor
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
3 Questing Beast
2 Rhonas the Indomitable
2 Scavenging Ooze
4 Steel Leaf Champion
4 Stubborn Denial
4 Wicked Wolf
4 Yavimaya Coast

3 Aether Gust
2 Aethersphere Harvester
3 Disdainful Stroke
2 Heroic Intervention
1 Icy Blast
1 Mystical Dispute
2 Negate
1 Voracious Hydra",Gx Stompy
23,Hardened Scales,ScottCottrell,2565424,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Avatar of the Resolute
4 Blooming Marsh
4 Experiment One
6 Forest
4 Hangarback Walker
4 Hardened Scales
4 Llanowar Wastes
4 Nissa, Voice of Zendikar
4 Overgrown Tomb
4 Pelt Collector
2 Rishkar, Peema Renegade
4 Stonecoil Serpent
4 Walking Ballista
4 Winding Constrictor
4 Woodland Cemetery

3 Fatal Push
3 Scavenging Ooze
4 Thoughtseize
3 Voracious Hydra
2 Vraska, Golgari Queen",
24,Human Weenies,JustBurn420,2565435,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Benalish Marshal
4 Boros Elite
4 Brave the Elements
4 Dauntless Bodyguard
4 Declaration in Stone
2 Dragon Hunter
2 Knight of the White Orchid
2 Kytheon, Hero of Akros
4 Mardu Woe-Reaper
16 Plains
2 Shefet Dunes
4 Soldier of the Pantheon
4 Thalia's Lieutenant
4 Venerable Knight

4 Deafening Silence
2 Devout Decree
2 Disenchant
1 Giant Killer
4 Selfless Spirit
2 Silkwrap",
25,Lotus Storm,Kadoonyec,2565433,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Arboreal Grazer
1 Blast Zone
4 Botanical Sanctum
4 Breeding Pool
4 Dig Through Time
4 Fae of Wishes
1 Finale of Revelation
2 Forest
4 Growth Spiral
4 Hidden Strings
4 Lotus Field
1 Omniscience
4 Pore Over the Pages
3 Shimmer of Possibility
4 Sylvan Scrying
4 Temple of Mystery
4 Thespian's Stage
4 Vizier of Tumbling Sands

2 Anger of the Gods
1 Enter the Infinite
1 Finale of Revelation
1 Fog
1 Hour of Revelation
1 Jace, Wielder of Mysteries
1 Lost Legacy
2 Mystical Dispute
1 Omniscience
1 Sanguine Sacrament
1 Ugin, the Spirit Dragon
2 Unravel the Aether",Lotus Combo
26,Mono-Black Vampires,Teston,2565434,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Castle Locthwain
4 Champion of Dusk
4 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
1 Grasp of Darkness
2 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
2 Murderous Rider
4 Mutavault
1 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
14 Swamp
4 Thoughtseize
2 Urborg, Tomb of Yawgmoth

1 Blightbeetle
1 Collective Brutality
2 Cry of the Carnarium
3 Duress
1 Kalitas, Traitor of Ghet
2 Liliana, the Last Hope
2 Lost Legacy
1 Murderous Rider
2 Ob Nixilis's Cruelty",Bx Aggro
27,Mono-Blue Devotion,Gernardi,2565425,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"2 Brazen Borrower
4 Cloudfin Raptor
4 Curious Obsession
2 Gadwick, the Wizened
3 Harbinger of the Tides
21 Island
3 Master of Waves
4 Merfolk Trickster
4 Siren Stormtamer
2 Spell Pierce
4 Tempest Djinn
2 Thassa, God of the Sea
2 Tidebinder Mage
3 Wizard's Retort

2 Aether Gust
2 Covetous Urge
3 Entrancing Melody
2 Jace, Memory Adept
4 Mystical Dispute
2 Sorcerous Spyglass",
28,Simic Midrange,dough_shack,2565430,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Brazen Borrower
4 Breeding Pool
2 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
1 Island
3 Llanowar Elves
4 Mutavault
4 Nissa, Who Shakes the World
4 Oko, Thief of Crowns
2 Tireless Tracker
2 Vivien, Arkbow Ranger
4 Wicked Wolf
4 Yavimaya Coast

3 Disdainful Stroke
2 Entrancing Melody
2 Negate
2 Questing Beast
2 Reclamation Sage
2 Scavenging Ooze
2 Voracious Hydra",
29,Simic Ramp,Violent_Outburst,2565423,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
1 Mystical Dispute
3 Negate
2 Reclamation Sage",Simic Midrange
30,UBG,Humpaa,2565428,Pioneer PTQ #12038785,12/7/2019,Pioneer,32,"4 Abrupt Decay
4 Aether Hub
1 Attune with Aether
4 Blooming Marsh
2 Botanical Sanctum
3 Breeding Pool
2 Fabled Passage
4 Fatal Push
1 Forest
4 Gilded Goose
4 Glint-Sleeve Siphoner
1 Island
2 Murderous Rider
4 Oko, Thief of Crowns
4 Overgrown Tomb
3 Questing Beast
2 Swamp
4 Thoughtseize
3 Tireless Tracker
1 Vraska, Golgari Queen
3 Wicked Wolf

1 Dragonlord Silumgar
4 Duress
2 Kalitas, Traitor of Ghet
2 Nissa, Vital Force
3 Noxious Grasp
3 Unmoored Ego",Sultai Midrange
